group,rank,recommended,taxon_id,common_name,scientific_name,countries_with_records,observation_count,review_note
fish,26,yes,49262,Bluestriped Grunt,Haemulon sciurus,1,625,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,27,yes,97202,Banded Butterflyfish,Chaetodon striatus,1,579,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,28,yes,49404,Sand Diver,Synodus intermedius,1,576,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,29,yes,128172,Yellow Goatfish,Mulloidichthys martinicus,1,575,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,30,yes,52313,Spotted Porcupinefish,Diodon hystrix,1,555,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,31,yes,52460,Houndfish,Tylosurus crocodilus,1,528,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,32,yes,49923,Dusky Damselfish,Stegastes adustus,1,503,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,33,yes,49942,Puddingwife Wrasse,Halichoeres radiatus,1,483,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,34,yes,49746,Nassau Grouper,Epinephelus striatus,1,478,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,35,yes,49626,Squirrelfish,Holocentrus adscensionis,1,477,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,36,yes,112169,Queen Parrotfish,Scarus vetula,1,467,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,37,yes,49946,Yellowhead Wrasse,Halichoeres garnoti,1,441,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,38,yes,128853,Atlantic Peacock Flounder,Bothus lunatus,1,436,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,39,yes,49428,Spanish Hogfish,Bodianus rufus,1,420,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,40,yes,128857,Caribbean Sharpnose Puffer,Canthigaster rostrata,1,419,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,41,yes,128105,Spotted Moray,Gymnothorax moringa,1,418,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,42,yes,49951,White Grunt,Haemulon plumierii,1,413,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,43,yes,1315935,Blue Chromis,Azurina cyanea,1,409,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,44,yes,96991,Graysby,Cephalopholis cruentata,1,399,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,45,yes,121195,Doctorfish,Acanthurus chirurgus,1,397,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,46,yes,131387,Mahogany Snapper,Lutjanus mahogoni,1,386,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,47,yes,47227,Horse-eye Jack,Caranx latus,1,382,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,48,yes,1316786,Smallmouth Grunt,Brachygenys chrysargyrea,1,380,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,49,yes,47235,Queen Angelfish,Holacanthus ciliaris,1,380,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,50,yes,1316746,Mountain Mullet,Dajaus monticola,1,364,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,51,yes,49427,Grey Angelfish,Pomacanthus arcuatus,1,361,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,52,yes,96993,Coney,Cephalopholis fulva,1,357,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,53,yes,1315932,Brown Chromis,Azurina multilineata,1,353,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,54,yes,131385,Spotted Goatfish,Pseudupeneus maculatus,1,351,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,55,yes,49624,Blackbar Soldierfish,Myripristis jacobus,1,339,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,56,yes,49304,Threespot Damselfish,Stegastes planifrons,1,336,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,57,yes,128185,Longfin Damselfish,Stegastes diencaeus,1,328,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,58,yes,128183,Bicolor Damselfish,Stegastes partitus,1,327,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,59,yes,49244,Spotted Scorpionfish,Scorpaena plumieri,1,326,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,60,yes,49269,Longspined Porcupinefish,Diodon holocanthus,1,323,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,61,yes,104853,Mutton Snapper,Lutjanus analis,1,313,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,62,yes,131530,Lane Snapper,Lutjanus synagris,1,286,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,63,yes,114269,Palometa,Trachinotus goodei,1,278,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,64,yes,192654,Spinyhead Blenny,Acanthemblemaria spinosa,1,273,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,65,yes,49950,Tomtate,Haemulon aurolineatum,1,272,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,66,yes,130053,Caribbean Redlip Blenny,Ophioblennius macclurei,1,269,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,67,yes,49275,Orangespotted Filefish,Cantherhines pullus,1,267,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,68,yes,317382,Checkered Puffer,Sphoeroides testudineus,1,266,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,69,yes,100104,Red Hind,Epinephelus guttatus,1,265,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,70,yes,62606,Saddled Blenny,Malacoctenus triangulatus,1,265,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,71,yes,49929,Redtail Parrotfish,Sparisoma chrysopterum,1,261,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,72,yes,49947,Porkfish,Anisotremus virginicus,1,257,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,73,yes,130054,Caesar Grunt,Haemulon carbonarium,1,252,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,74,yes,57338,Night Sergeant,Abudefduf taurus,1,250,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,75,yes,128186,Royal Gramma,Gramma loreto,1,241,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,76,yes,49747,Harlequin Bass,Serranus tigrinus,1,241,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,77,yes,1630712,Dusky Squirrelfish,Neoniphon vexillarius,1,238,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,78,yes,317131,Sailor's Choice,Haemulon parra,1,237,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,79,yes,102053,Clown Wrasse,Halichoeres maculipinna,1,233,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,80,yes,63415,Glasseye,Heteropriacanthus cruentatus,1,233,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,81,yes,95066,Queen Triggerfish,Balistes vetula,1,231,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,82,yes,49273,Spotfin Butterflyfish,Chaetodon ocellatus,1,231,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,83,yes,153471,Chain Moray,Echidna catenata,1,230,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,84,yes,96740,Blue Runner,Caranx crysos,1,222,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,85,yes,179445,Permit,Trachinotus falcatus,1,221,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,86,yes,48844,Sharksucker,Echeneis naucrates,1,220,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,87,yes,130051,Barred Hamlet,Hypoplectrus puella,1,220,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,88,yes,112166,Princess Parrotfish,Scarus taeniopterus,1,219,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,89,yes,1316037,Spotted Drum,Eques punctatus,1,207,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,90,yes,49495,Rock Beauty,Holacanthus tricolor,1,205,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,91,yes,619700,Caribbean Cocoa Damselfish,Stegastes xanthurus,1,201,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,92,yes,1316792,Yellow Jack,Caranx bartholomaei,1,194,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,93,yes,52464,Black Triggerfish,Melichthys niger,1,194,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
fish,94,yes,131523,Bermuda Chub,Kyphosus sectatrix,1,192,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
